number,title,classification,timestamp,latitude,longitude,geometry,index_right,STATEFP,STATENS,AFFGEOID,GEOID,STUSPS,NAME,LSAD,ALAND,AWATER
25704,Report 25704: Cougar research interrupted by wood knocks at Bell Smith Springs,Class B,2007-09-22T12:00:00Z,37.52127,-88.65912,POINT (-88.65912 37.52127),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
25924,Report 25924: Possible encounter and vocalizations heard by bowhunter near Metropolis.,Class B,2008-11-26T12:00:00Z,37.228,-88.7476,POINT (-88.7476 37.228),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
26039,Report 26039: Motorist has possible sighting near Barrington.,Class B,2008-05-13T12:00:00Z,42.17577,-88.09506,POINT (-88.09506 42.17577),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
26874,Report 26874: Possible footprints found near Mackinaw River,Class B,2009-09-24T12:00:00Z,40.65639,-89.04518,POINT (-89.04518 40.65639),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
27042,Report 27042: Possible daylight sighting by motorist on Illinois Route 4 outside Hamel.,Class B,2009-12-18T12:00:00Z,38.90123,-89.80123,POINT (-89.80123 38.90123),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
27146,Report 27146: Deer hunters hear possible vocalizations and find strange footprints near Ellisville,Class B,2010-01-05T12:00:00Z,40.63267,-90.28404,POINT (-90.28404 40.63267),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
27387,Report 27387: Large unknown bipedal animal seen possibly chasing deer near Dixon,Class B,2010-02-28T12:00:00Z,41.90703,-89.41539,POINT (-89.41539 41.90703),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
27692,Report 27692: Mushroom hunter hears vocalizations and finds footprints near Jubilee College State Park,Class B,2010-05-05T12:00:00Z,40.82944,-89.73378,POINT (-89.73378 40.82944),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
28370,Report 28370: Memory told of a possible encounter and footprint found along Horse Creek north of Pawnee,Class B,1978-08-01T12:00:00Z,39.65749,-89.56981,POINT (-89.56981 39.65749),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
28525,Report 28525: Possible vocalizations and stick structures found in Bachelors Grove Cemetery,Class B,2010-11-02T12:00:00Z,41.63243,-87.76622,POINT (-87.76622 41.63243),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
28569,Report 28569: Wood knock and possible nighttime sighting east of Canton Lake,Class B,2008-12-27T12:00:00Z,40.5634,-89.95824,POINT (-89.95824 40.5634),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
28679,Report 28679: Hiker finds possible footprints in Timber Ridge Forest Preserve (w/photos),Class B,2011-01-04T12:00:00Z,41.89011,-88.18031,POINT (-88.18031 41.89011),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
28713,Report 28713: Hikers find possible footprints by a cornfield north of Norris,Class B,2009-09-15T12:00:00Z,40.63281,-89.99568,POINT (-89.99568 40.63281),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
29227,Report 29227: Possible footprints found near Metropolis,Class B,2011-05-03T12:00:00Z,37.2276,-88.7584,POINT (-88.7584 37.2276),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
29241,Report 29241: Memory of possible vocalizations and rock throwing southwest of Atwood,Class B,1999-10-09T12:00:00Z,39.75616,-88.62624,POINT (-88.62624 39.75616),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
29448,Report 29448: Possible footprints found near Algonquin,Class B,2011-02-03T12:00:00Z,42.1551,-88.2886,POINT (-88.2886 42.1551),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
29495,Report 29495: Possible footprint found on edge of Chatham,Class B,2011-06-15T12:00:00Z,39.66676,-89.68079,POINT (-89.68079 39.66676),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
29612,Report 29612: Vocalizations recorded and possible footprint found near Sugar Creek.,Class B,2011-06-23T12:00:00Z,39.6395,-89.66525,POINT (-89.66525 39.6395),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
29836,Report 29836: Family experiences strange occurences while fishing Kankakee River,Class B,2011-07-02T12:00:00Z,41.207,-88.01345,POINT (-88.01345 41.207),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
30510,Report 30510: Possible footprint found near Peoria,Class B,2011-08-14T12:00:00Z,40.8365,-89.599,POINT (-89.599 40.8365),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
30601,Report 30601: Possible vocalization and footprint found near Bachelors Grove Cemetery,Class B,2011-09-07T12:00:00Z,41.63243,-87.76622,POINT (-87.76622 41.63243),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
30645,Report 30645: Motorists have possible late night sighting south of Otterville,Class B,1997-10-11T12:00:00Z,39.02775,-90.4049,POINT (-90.4049 39.02775),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
31062,Report 31062: Possible footprints found near the Sugar Creek Covered Bridge,Class B,2011-06-16T12:00:00Z,40.0,-90.0,POINT (-90 40),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
31419,Report 31419: Possible nighttime sighting and vocalizations in a backyard near Old Ripley,Class B,2011-12-08T12:00:00Z,38.9241,-89.53419,POINT (-89.53419 38.9241),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
32196,Report 32196: Memory told of family encounters near Granite City.,Class B,1972-09-04T12:00:00Z,38.74784,-90.14547,POINT (-90.14547 38.74784),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
32634,Report 32634: Two paranormal investigators find possible evidence at Cumberland Sugar Creek Cemetery,Class B,2011-06-28T12:00:00Z,39.62,-89.6845,POINT (-89.6845 39.62),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
33040,Report 33040: Possible sighting by a deer hunter west of Rushville,Class B,2010-11-18T12:00:00Z,40.1348,-90.6757,POINT (-90.6757 40.1348),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
33264,Report 33264: Photos taken of possible footprints found on rural property near Albany,Class B,2012-01-23T12:00:00Z,41.73534,-90.22054,POINT (-90.22054 41.73534),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
33426,Report 33426: Possible footprints found northwest of Robinson,Class B,2007-01-06T12:00:00Z,39.09109,-87.80624,POINT (-87.80624 39.09109),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
34919,Report 34919: Motorist has a possible nighttime sighting west of Albion,Class B,2000-03-15T12:00:00Z,38.3778,-88.07554,POINT (-88.07554 38.3778),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
34980,Report 34980: Fisherman recalls his possible nighttime sighting near Vermilionville,Class B,1985-07-06T12:00:00Z,41.26155,-89.03049,POINT (-89.03049 41.26155),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
35206,Report 35206: Possible nighttime sighting by a homeowner near Bonnie,Class B,2010-10-02T12:00:00Z,38.18881,-88.83003,POINT (-88.83003 38.18881),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
35593,Report 35593: Possible nighttime sighting by motorists along border of Orland Grove Forest Preserve,Class B,2012-05-29T12:00:00Z,41.63039,-87.86476,POINT (-87.86476 41.63039),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
36567,Report 36567: Possible nighttime sighting while driving in Orient,Class B,2009-08-06T12:00:00Z,37.92017,-88.98228,POINT (-88.98228 37.92017),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
36702,Report 36702: Memory told of a possible sighting at dawn by a hunter in his tree stand southeast of Pontiac,Class B,1977-10-22T12:00:00Z,40.82546,-88.50196,POINT (-88.50196 40.82546),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
38032,Report 38032: Bow hunter sees an animal resembling a gorilla near Marseilles.,Class B,2012-11-09T12:00:00Z,41.29077,-88.66103,POINT (-88.66103 41.29077),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
38765,Report 38765: Recollection of possible encounters at a cemetery in the village of Cuba,Class B,1999-07-03T12:00:00Z,40.48724,-90.19624,POINT (-90.19624 40.48724),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
39084,Report 39084: Semi truck driver on I-70 observes a large ape-like creature in a field near Marshall,Class B,2013-01-16T12:00:00Z,39.40458,-87.7313,POINT (-87.7313 39.40458),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
39098,Report 39098: Possible sighting near University of Illinois Springfield soccer fields.,Class B,2012-10-04T12:00:00Z,39.73333,-89.61281,POINT (-89.61281 39.73333),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
39827,Report 39827: Memory told of a possible sighting on a back road west of Hardin,Class B,1974-07-13T12:00:00Z,39.1633,-90.68208,POINT (-90.68208 39.1633),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
39851,Report 39851: Motorists have possible nighttime sighting in Green Belt Forest Preserve,Class B,2010-08-14T12:00:00Z,41.53346,-87.75156,POINT (-87.75156 41.53346),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
39852,Report 39852: Memory told of a possible sighting while parked in a car near Granite City,Class B,1977-09-26T12:00:00Z,38.74784,-90.14547,POINT (-90.14547 38.74784),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
40120,Report 40120: Possible vocalizations and rock throwing east of Makanda,Class B,2013-03-01T12:00:00Z,37.61335,-89.15173,POINT (-89.15173 37.61335),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
40474,Report 40474: Hunter finds a possible footprint near Olive Branch,Class B,2011-08-02T12:00:00Z,37.18404,-89.36896,POINT (-89.36896 37.18404),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
40475,Report 40475: Memory told of strange occurrences while growing up near Castle Rock State Park,Class B,1965-10-02T12:00:00Z,41.96925,-89.38184,POINT (-89.38184 41.96925),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
40714,Report 40714: Motorist has possible nighttime sighting near Blandinsville,Class B,2013-03-23T12:00:00Z,40.55179,-90.7771,POINT (-90.7771 40.55179),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
40841,Report 40841: Motorist has possible nighttime sighting just north of Springfield on Veterans Parkway.,Class B,2011-07-16T12:00:00Z,39.83627,-89.65926,POINT (-89.65926 39.83627),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
40842,Report 40842: Memory told of a possible sighting along Happy Hollow Road near Gorham.,Class B,1975-10-11T12:00:00Z,37.68393,-89.48825,POINT (-89.48825 37.68393),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
40995,Report 40995: Possible sighting of animal playing peek-a-boo at Argyle Lake State Park.,Class B,2009-07-15T12:00:00Z,40.45428,-90.78947,POINT (-90.78947 40.45428),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
41907,Report 41907: Memory told of a possible sighting at night in a pasture east of Jacksonville,Class B,1986-01-11T12:00:00Z,39.74652,-90.17844,POINT (-90.17844 39.74652),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
42150,Report 42150: Possible footprint and handprint found in Plum Creek Play Meadow - Forest Preserve,Class B,2014-05-12T12:00:00Z,41.4811,-87.5321,POINT (-87.5321 41.4811),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
42547,Report 42547: Woman recalls her possible encounter on a farm outside Prairie du Rocher.,Class B,1973-06-08T12:00:00Z,38.09052,-90.06338,POINT (-90.06338 38.09052),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
42730,"Report 42730: Childhood memory told of seeing an upright, white animal while playing in a creek near Brussels",Class B,1968-05-04T12:00:00Z,38.92993,-90.53175,POINT (-90.53175 38.92993),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
43319,Report 43319: Possible sighting by a motorist near Hettick,Class B,2014-05-14T12:00:00Z,39.34657,-90.1173,POINT (-90.1173 39.34657),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
44644,Report 44644: Memory told of a daylight sighting near Chauncey,Class B,2014-05-12T12:00:00Z,38.87531,-87.90503,POINT (-87.90503 38.87531),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
44645,Report 44645: Motorist has possible daylight sighting near Embarras River,Class B,2014-03-20T12:00:00Z,38.893,-87.869,POINT (-87.869 38.893),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
45041,Report 45041: Man recalls possibly seeing a bigfoot playing peek-a-boo in headlights while parked west of Midlothian,Class B,2014-05-14T12:00:00Z,41.63289,-87.79683,POINT (-87.79683 41.63289),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
45830,Report 45830: Motorist has possible nighttime sighting in the Forest Preserves outside Chicago,Class B,2014-07-11T12:00:00Z,41.7173,-87.8617,POINT (-87.8617 41.7173),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
46917,Report 46917: Motorist has possible nighttime sighting near Hagaman Bottoms.,Class B,2015-01-22T12:00:00Z,39.3047,-90.0775,POINT (-90.0775 39.3047),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
47412,Report 47412: Motorist has possible night time sighting near Plainview,Class B,2014-12-27T12:00:00Z,39.2038,-89.9758,POINT (-89.9758 39.2038),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
47469,Report 47469: Memory told of possible vocalizations and footprints found near Atwood,Class B,2015-01-02T12:00:00Z,39.8352,-88.47835,POINT (-88.47835 39.8352),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
47521,Report 47521: Possible early morning sighting in Palos Park,Class B,2017-01-22T12:00:00Z,41.67433,-87.84415,POINT (-87.84415 41.67433),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
47720,Report 47720: Possible footprints in the snow found in Bedford Park (with photos),Class B,2015-01-19T12:00:00Z,41.7627,-87.7714,POINT (-87.7714 41.7627),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
49182,Report 49182: Memory told of a possible childhood encounter at Georgefield Barracks,Class B,2017-01-24T12:00:00Z,38.76417,-87.60555,POINT (-87.60555 38.76417),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
50965,Report 50965: Possible footprints found and cast east of Belleville near Illinois Route 4,Class B,2016-01-27T12:00:00Z,38.4335,-89.7915,POINT (-89.7915 38.4335),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
50967,Report 50967: Possible footprints found east of Belleville near Illinois Route 4,Class B,2016-01-27T12:00:00Z,38.4326,-89.79143,POINT (-89.79143 38.4326),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
51417,Report 51417: Possible early morning sighting near Glenwood Woods,Class B,2016-03-14T12:00:00Z,41.53887,-87.62597,POINT (-87.62597 41.53887),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
55386,Report 55386: Witness recalls possible nighttime sighting near Sparland,Class B,2016-08-16T12:00:00Z,41.02524,-89.45454,POINT (-89.45454 41.02524),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
56168,Report 56168: Possible nightime sighting along Scott-Troy Road south of Troy,Class B,2017-01-20T12:00:00Z,38.66736,-89.87602,POINT (-89.87602 38.66736),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
24356,Report 24356: Two fishermen hear possible vocalizations then find footprints west of Warren,Class B,2005-03-01T12:00:00Z,39.74678,-89.34647,POINT (-89.34647 39.74678),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
2806,"Report 2806: The ""Big Muddy Monster"" flap of Murphysboro",Class C,1980-11-15T12:00:00Z,37.745,-89.3595,POINT (-89.3595 37.745),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
3467,Report 3467: Witnesses describe 'huge' black creature that throws dirt at them near Chittyville.,Class C,1968-08-15T12:00:00Z,37.846,-89.0111,POINT (-89.0111 37.846),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
3471,Report 3471: Beige upright creature seen at a distance of 1000 yards near Kell.,Class C,1972-09-15T12:00:00Z,38.4975,-88.9094,POINT (-88.9094 38.4975),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
3472,Report 3472: Series of three incidents describing a human sized creature near edge of Edwardsville.,Class C,1973-06-06T12:00:00Z,38.809,-89.918,POINT (-89.918 38.809),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
14404,Report 14404: Several sightings and strange occurences near a residence west of Goodwine,Class A,2003-09-06T12:00:00Z,40.34057,-87.47077,POINT (-87.47077 40.34057),53,18,00448508,0400000US18,18,IN,Indiana,00,92789302676,1538002829
6094,Report 6094: Child has sighting in cornfield near Sheridan.,Class A,1973-09-08T12:00:00Z,40.18,-86.1512,POINT (-86.1512 40.18),53,18,00448508,0400000US18,18,IN,Indiana,00,92789302676,1538002829
8438,Report 8438: Youths have nighttime sighting near North Webster,Class A,2003-10-11T12:00:00Z,41.3382,-85.7037,POINT (-85.7037 41.3382),53,18,00448508,0400000US18,18,IN,Indiana,00,92789302676,1538002829
